Frame,Timestamp_ms,LeftHeel_Y,RightHeel_Y
0,0,0.6201719045639038,0.6847381591796875
1,33,0.619655966758728,0.6823488473892212
2,66,0.6168478727340698,0.6830127835273743
3,99,0.6206597685813904,0.6832498908042908
4,132,0.6236203908920288,0.683291494846344
5,165,0.6240100264549255,0.6830111145973206
6,198,0.6237901449203491,0.6829574108123779
7,231,0.6216058135032654,0.6816814541816711
8,264,0.6211549639701843,0.6780475974082947
9,297,0.6207265853881836,0.675902783870697
10,330,0.6204503178596497,0.6694715619087219
11,363,0.6176793575286865,0.6597242951393127
12,396,0.614457905292511,0.6426054835319519
13,429,0.612781822681427,0.6321033239364624
14,462,0.6083752512931824,0.6136218905448914
15,495,0.6036978363990784,0.6010680794715881
16,528,0.6053774356842041,0.5963588356971741
17,561,0.6055628061294556,0.579833984375
18,594,0.6058422923088074,0.5720049142837524
19,627,0.6064471006393433,0.5723838806152344
20,660,0.6070085763931274,0.5630318522453308
21,693,0.6075049638748169,0.55660480260849
22,726,0.6079014539718628,0.5551981925964355
23,759,0.6081100702285767,0.5602652430534363
24,792,0.6080092787742615,0.5586951971054077
25,825,0.6075787544250488,0.5647739768028259
26,858,0.6073505878448486,0.5573078393936157
27,891,0.6074786186218262,0.5587106347084045
28,924,0.6064200401306152,0.5557407736778259
29,957,0.6040610074996948,0.551818311214447
30,990,0.5994788408279419,0.5538002848625183
31,1023,0.5956466794013977,0.5516599416732788
32,1056,0.5851976275444031,0.5512966513633728
33,1089,0.5716160535812378,0.5521617531776428
34,1122,0.5524562001228333,0.5513848066329956
35,1155,0.538826048374176,0.5411665439605713
36,1188,0.5318003296852112,0.5442514419555664
37,1221,0.5196032524108887,0.5441155433654785
38,1254,0.5055633783340454,0.5419398546218872
39,1287,0.5035926103591919,0.5429201722145081
40,1320,0.49504581093788147,0.5409414172172546
41,1353,0.4954597055912018,0.5414525270462036
42,1386,0.48939791321754456,0.5417547225952148
43,1419,0.4837659001350403,0.541606068611145
44,1452,0.4806543290615082,0.5415137410163879
45,1485,0.4852568507194519,0.5417287945747375
46,1518,0.48791074752807617,0.5414285063743591
47,1551,0.49120673537254333,0.5406506657600403
48,1584,0.49027130007743835,0.5391454696655273
49,1617,0.49093031883239746,0.5370181202888489
50,1650,0.49147605895996094,0.5353854894638062
51,1683,0.492170512676239,0.5322510004043579
52,1716,0.49269038438796997,0.5266649127006531
53,1749,0.49346819519996643,0.5175454020500183
54,1782,0.4928504526615143,0.5074986219406128
55,1815,0.49090033769607544,0.49529051780700684
56,1848,0.4908750355243683,0.4849180579185486
57,1881,0.49015331268310547,0.48215213418006897
58,1914,0.48867687582969666,0.4679386615753174
59,1947,0.48890581727027893,0.45634186267852783
60,1980,0.48909351229667664,0.45042678713798523
61,2013,0.4877561926841736,0.4470304846763611
62,2046,0.48789361119270325,0.4459224343299866
63,2079,0.488070011138916,0.4453030228614807
64,2112,0.48777955770492554,0.4443437159061432
65,2145,0.4878627359867096,0.4450381100177765
66,2178,0.487917959690094,0.44390109181404114
67,2211,0.48798635601997375,0.4430318772792816
68,2244,0.48761701583862305,0.4397004246711731
69,2277,0.4875519275665283,0.44162479043006897
70,2310,0.4854702353477478,0.4438106119632721
71,2343,0.485348641872406,0.4448879659175873
72,2376,0.4817778468132019,0.445753276348114
73,2409,0.4741089940071106,0.4462168514728546
74,2442,0.46173205971717834,0.44614437222480774
75,2475,0.45026105642318726,0.4462808668613434
76,2508,0.44176915287971497,0.45292526483535767
